Approved symbol	Ensembl gene ID	Previous symbols	Alias symbols
RPL6P25	ENSG00000213270
RPL6P26	ENSG00000240305
RPL6P27	ENSG00000235552
RPL6P28	ENSG00000223730
RPL6P29	ENSG00000236243
RPL6P30	ENSG00000215313
RPL6P31	ENSG00000223945
RPL6P32	ENSG00000253646
RPL7	ENSG00000147604		humL7-1, L7, uL30
RPL7A	ENSG00000148303		SURF3, TRUP, L7A, eL8
RPL7AL1
RPL7AP1
RPL7AP2	ENSG00000241984
RPL7AP3	ENSG00000256243
RPL7AP4	ENSG00000213641
RPL7AP5	ENSG00000240210
RPL7AP6	ENSG00000242071
RPL7AP7	ENSG00000213880		RPL7B, dJ377H14.2
RPL7AP8	ENSG00000230507		bA141D8.1
RPL7AP9	ENSG00000213272	RPL7AP59
RPL7AP10	ENSG00000240522	RPL7AP68
RPL7AP11	ENSG00000242445
RPL7AP12	ENSG00000228210	RPL7AL2	dJ189G13.1
RPL7AP13	ENSG00000235208	RPL7AL3	dJ348M17.1
RPL7AP14	ENSG00000213979	RPL7AL4	dJ823N20.2
RPL7AP15	ENSG00000236806
RPL7AP16	ENSG00000234329
RPL7AP17	ENSG00000213421
RPL7AP18	ENSG00000232848
RPL7AP19	ENSG00000227777
RPL7AP20	ENSG00000234981
RPL7AP21	ENSG00000229757
RPL7AP22	ENSG00000227331
RPL7AP23	ENSG00000241367
RPL7AP24	ENSG00000241307
RPL7AP25	ENSG00000235294
RPL7AP26	ENSG00000214988
RPL7AP27	ENSG00000242169
RPL7AP28	ENSG00000184139
RPL7AP29	ENSG00000248843
RPL7AP30	ENSG00000241741
RPL7AP31	ENSG00000242083
RPL7AP32	ENSG00000243160
RPL7AP33	ENSG00000254200
RPL7AP34	ENSG00000213312
RPL7AP35	ENSG00000216639
RPL7AP36	ENSG00000216368
RPL7AP37	ENSG00000213109
RPL7AP38	ENSG00000213787
RPL7AP39	ENSG00000213385
RPL7AP40	ENSG00000224475
RPL7AP41	ENSG00000213798
RPL7AP42	ENSG00000234358
RPL7AP43	ENSG00000213542
RPL7AP44	ENSG00000231562
RPL7AP45	ENSG00000275160
RPL7AP46	ENSG00000233555
RPL7AP47	ENSG00000234982
RPL7AP48	ENSG00000237088
RPL7AP49	ENSG00000184961
RPL7AP50	ENSG00000213609
RPL7AP51	ENSG00000226448
RPL7AP52	ENSG00000225354
RPL7AP53	ENSG00000235962
RPL7AP54	ENSG00000242279
RPL7AP55	ENSG00000241008
RPL7AP56	ENSG00000242834
RPL7AP57	ENSG00000242248
RPL7AP58	ENSG00000240554
RPL7AP59
RPL7AP60	ENSG00000213152
RPL7AP61	ENSG00000233291
RPL7AP62	ENSG00000213862
RPL7AP63	ENSG00000243697
RPL7AP64	ENSG00000213876
RPL7AP65	ENSG00000228000
RPL7AP66	ENSG00000175886
RPL7AP67	ENSG00000239683
RPL7AP68
RPL7AP69	ENSG00000268483
RPL7AP70	ENSG00000235776
RPL7AP71	ENSG00000234566
RPL7AP72	ENSG00000235735
RPL7AP73	ENSG00000237952
RPL7AP74	ENSG00000255991
RPL7AP75	ENSG00000259674
RPL7AP76	ENSG00000231995
RPL7AP77	ENSG00000225005
RPL7AP78	ENSG00000224573
RPL7AP79	ENSG00000255106
RPL7AP80	ENSG00000253332
RPL7AP81	ENSG00000235163
RPL7AP82	ENSG00000228955
RPL7AP83	ENSG00000229339
RPL7L1	ENSG00000146223		dJ475N16.4
RPL7L1P1	ENSG00000234227
RPL7L1P2	ENSG00000231490
RPL7L1P3	ENSG00000235090
RPL7L1P4	ENSG00000249582
RPL7L1P5	ENSG00000267634
RPL7L1P6
RPL7L1P7	ENSG00000251137
RPL7L1P8	ENSG00000228766
RPL7L1P9	ENSG00000231035
RPL7L1P10	ENSG00000237322
RPL7L1P11	ENSG00000176970
RPL7L1P12	ENSG00000231981
RPL7L1P13	ENSG00000251464
RPL7L1P14	ENSG00000250403
RPL7L1P15	ENSG00000259208
RPL7L1P16	ENSG00000260494
RPL7L1P17	ENSG00000255361
RPL7L1P18	ENSG00000253114
RPL7L1P19	ENSG00000262316
RPL7L1P20	ENSG00000216781
RPL7L1P21	ENSG00000226483
RPL7L1P22	ENSG00000231349
RPL7P1	ENSG00000214485	RPL17P, RPL7P
RPL7P2	ENSG00000227663		bA550O8.1
RPL7P3	ENSG00000226094		dJ353C17.2
RPL7P4	ENSG00000230449		Em:AB023049.2
RPL7P5	ENSG00000241562
RPL7P6	ENSG00000227525
RPL7P7	ENSG00000224315
RPL7P8	ENSG00000235045
RPL7P9	ENSG00000137970
RPL7P10	ENSG00000229752
RPL7P11	ENSG00000234619
RPL7P12	ENSG00000227770
RPL7P13	ENSG00000234253
RPL7P14	ENSG00000232994
RPL7P15	ENSG00000240622
RPL7P16	ENSG00000242899
RPL7P17	ENSG00000214062
RPL7P18	ENSG00000243806
RPL7P19	ENSG00000241458
RPL7P20	ENSG00000254252
RPL7P21	ENSG00000231579
RPL7P22	ENSG00000226544
RPL7P23	ENSG00000244363
RPL7P24	ENSG00000240003
RPL7P25	ENSG00000216636
RPL7P26	ENSG00000184612
RPL7P27	ENSG00000220069
RPL7P28	ENSG00000218632
RPL7P29	ENSG00000214457
RPL7P30	ENSG00000227982
RPL7P31	ENSG00000235379
RPL7P32	ENSG00000231006
RPL7P33	ENSG00000215236
RPL7P34	ENSG00000237205
RPL7P35	ENSG00000233518
RPL7P36	ENSG00000234109
RPL7P37	ENSG00000226646
RPL7P38	ENSG00000239473
RPL7P39	ENSG00000243020
RPL7P40	ENSG00000242991
RPL7P41	ENSG00000241146
RPL7P42	ENSG00000241825
RPL7P43	ENSG00000241045
RPL7P44	ENSG00000233873
RPL7P45	ENSG00000225823
RPL7P46	ENSG00000229917
RPL7P47	ENSG00000228071
RPL7P48	ENSG00000187504
RPL7P49	ENSG00000242931
RPL7P50	ENSG00000268785
RPL7P51	ENSG00000243469
RPL7P52	ENSG00000228599
RPL7P53	ENSG00000237475
RPL7P54	ENSG00000227645
RPL7P55	ENSG00000228301
RPL7P56	ENSG00000231164
RPL7P57	ENSG00000224401
RPL7P58	ENSG00000216938
RPL7P59	ENSG00000225918
RPL7P60	ENSG00000214142
RPL7P61	ENSG00000230282
RPL8	ENSG00000161016		L8, uL2
RPL8P1	ENSG00000216676	RPL8P	RPL2p, dJ15D7.1
RPL8P2	ENSG00000225267
RPL8P3	ENSG00000240950
RPL8P4	ENSG00000213169
RPL8P5	ENSG00000232926
RPL9	ENSG00000163682		L9, uL6
RPL9P1		RPL9L1
RPL9P2	ENSG00000234324
RPL9P3	ENSG00000240392
RPL9P4
RPL9P5	ENSG00000239510
RPL9P6	ENSG00000241891
RPL9P7	ENSG00000238103	RPL9P1, RPL9L1
RPL9P8		RPL9P9
RPL9P9
RPL9P10
RPL9P11
RPL9P12
RPL9P13	ENSG00000228374
RPL9P14	ENSG00000185078
RPL9P15	ENSG00000240601
RPL9P16	ENSG00000214676
RPL9P17
RPL9P18	ENSG00000213309
RPL9P19
RPL9P20
RPL9P21	ENSG00000214089
RPL9P22
RPL9P23
RPL9P24
RPL9P25	ENSG00000240821
RPL9P26
RPL9P27
RPL9P28	ENSG00000242067
RPL9P29	ENSG00000267355
RPL9P30	ENSG00000240074
RPL9P31	ENSG00000239659
RPL9P32	ENSG00000242100
RPL9P33	ENSG00000244071
RPL10	ENSG00000147403		NOV, QM, DXS648E, DXS648, FLJ23544, L10, uL16
RPL10A	ENSG00000198755	NEDD6	Csa-19, L10A, uL1
RPL10AP1	ENSG00000244691
RPL10AP2	ENSG00000188873
RPL10AP3	ENSG00000215264		HsT23218
RPL10AP4
RPL10AP5	ENSG00000235467
RPL10AP6	ENSG00000226360
RPL10AP7
RPL10AP8
RPL10AP9
RPL10AP10
RPL10AP11
RPL10AP12	ENSG00000214259
RPL10AP13
RPL10L	ENSG00000165496
RPL10P1	ENSG00000217026	RPL10P
RPL10P2	ENSG00000174572		RPL10p, bA209A2.1
RPL10P3	ENSG00000230734		bA567J2.2
RPL10P4	ENSG00000238003
RPL10P5	ENSG00000235644
RPL10P6	ENSG00000230076
RPL10P7	ENSG00000242052
RPL10P8	ENSG00000254012
RPL10P9	ENSG00000233913
RPL10P10	ENSG00000216347
RPL10P11	ENSG00000230853
RPL10P12	ENSG00000234040
RPL10P13	ENSG00000258245
RPL10P14	ENSG00000260031
RPL10P15	ENSG00000267119
RPL10P16	ENSG00000178464
RPL10P17	ENSG00000225196
RPL10P18	ENSG00000253995
RPL10P19	ENSG00000233609
RPL11	ENSG00000142676		L11, uL5
RPL11P1	ENSG00000227394
RPL11P2
RPL11P3	ENSG00000213613
RPL11P4	ENSG00000184111
RPL11P5	ENSG00000242137
RPL12	ENSG00000197958		L12, uL11
RPL12P1	ENSG00000204194		RPL12-L, dJ570F3.5, CICK0721Q.1
RPL12P2	ENSG00000216412		dJ441G21.1
RPL12P3	ENSG00000233106		bA49G10.7
RPL12P4	ENSG00000185834		dJ800C24.1
RPL12P5	ENSG00000243855
RPL12P6	ENSG00000243824
RPL12P7	ENSG00000242941
RPL12P8	ENSG00000219932		bA57G10.3
RPL12P9	ENSG00000232687
RPL12P10	ENSG00000226279		TCAG_1783340
RPL12P11	ENSG00000232493	RPL12L2	dJ661I20.1
RPL12P12	ENSG00000236992	RPL12L3	dJ999L4.1
RPL12P13	ENSG00000172746
RPL12P14	ENSG00000224321
RPL12P15	ENSG00000230993
RPL12P16	ENSG00000204196
RPL12P17	ENSG00000224839
RPL12P18	ENSG00000213400
RPL12P19	ENSG00000226972
RPL12P20	ENSG00000239627
RPL12P21	ENSG00000242683
RPL12P22	ENSG00000253109
RPL12P23	ENSG00000218716
RPL12P24	ENSG00000243601
RPL12P25	ENSG00000235330
RPL12P26	ENSG00000236171
RPL12P27	ENSG00000237169
RPL12P28	ENSG00000240180
RPL12P29	ENSG00000233189
RPL12P30	ENSG00000242353
RPL12P31	ENSG00000241228
RPL12P32	ENSG00000242314
RPL12P33	ENSG00000244585
RPL12P34	ENSG00000229824
RPL12P35	ENSG00000243007
RPL12P36	ENSG00000242423
RPL12P37	ENSG00000240270
RPL12P38	ENSG00000213228
RPL12P39	ENSG00000237314
RPL12P40	ENSG00000243516
RPL12P41	ENSG00000269637
RPL12P42	ENSG00000213253
RPL12P43	ENSG00000234524
RPL12P44	ENSG00000227123
RPL12P45	ENSG00000233940
RPL12P46	ENSG00000255903
RPL12P47	ENSG00000219222
RPL12P48	ENSG00000270865
RPL12P49	ENSG00000230180
RPL12P50	ENSG00000270916
RPL13	ENSG00000167526		D16S444E, BBC1, L13, eL13
RPL13A	ENSG00000142541	TSTA1	L13A, uL13
RPL13AP	ENSG00000231301		dJ271M21.3
RPL13AP2	ENSG00000244053
RPL13AP3	ENSG00000177350
RPL13AP5	ENSG00000236552		bA196N24.2
RPL13AP6	ENSG00000234118		bA348N5.5
RPL13AP7	ENSG00000213885
RPL13AP8	ENSG00000226945
RPL13AP9	ENSG00000213703
RPL13AP10	ENSG00000270780
RPL13AP11	ENSG00000229657
RPL13AP12	ENSG00000236047
RPL13AP13	ENSG00000213940
RPL13AP14	ENSG00000242858
RPL13AP15	ENSG00000216316
RPL13AP16	ENSG00000226624
RPL13AP17	ENSG00000231322
RPL13AP18	ENSG00000241746
RPL13AP19	ENSG00000228754
RPL13AP20	ENSG00000234498		HANR
RPL13AP21	ENSG00000239397
RPL13AP22	ENSG00000243517
RPL13AP23	ENSG00000242990
RPL13AP24	ENSG00000234589
RPL13AP25	ENSG00000136149
RPL13AP26	ENSG00000250318
RPL13AP27	ENSG00000226621
RPL13P	ENSG00000213916		BBC1p, dJ111M5.1
RPL13P2	ENSG00000213820	RPL13P3	dJ599F21.2
RPL13P3			dJ599F21.2
RPL13P4	ENSG00000241890		HsT16723
RPL13P5		RPL13L	RPL13-2
RPL13P6	ENSG00000213176	RPL13AP4
RPL13P7
RPL13P8	ENSG00000241634
RPL13P9
RPL13P10
RPL13P11
RPL13P12	ENSG00000215030
RPL13P13
RPL13P14	ENSG00000235922
RPL14	ENSG00000188846		L14, hRL14, RL14, CTG-B33, eL14
RPL14P1	ENSG00000139239	RPL14L	bcm1298
RPL14P2	ENSG00000225662
RPL14P3	ENSG00000241923
RPL14P4
RPL14P5	ENSG00000225661
RPL14P6	ENSG00000185631
RPL15	ENSG00000174748		RPL10, RPLY10, RPYL10, EC45, L15, eL15
RPL15P1	ENSG00000227343		dJ726N1.3
RPL15P2	ENSG00000240914
RPL15P3	ENSG00000212802		bA511S14.1
RPL15P4	ENSG00000225499		Em:AC006046.2
RPL15P5	ENSG00000233045
RPL15P6	ENSG00000241723
RPL15P7	ENSG00000242262
RPL15P8	ENSG00000241651
RPL15P9	ENSG00000216917
RPL15P11	ENSG00000223718
RPL15P12	ENSG00000243402
RPL15P13	ENSG00000226428
RPL15P14	ENSG00000226701
RPL15P15	ENSG00000244259
RPL15P16	ENSG00000234751
RPL15P17	ENSG00000243830
RPL15P18	ENSG00000228501
RPL15P19	ENSG00000259545
RPL15P20	ENSG00000215003
RPL15P21	ENSG00000244753
RPL15P22	ENSG00000231369
RPL17	ENSG00000265681		rpL23, L17, uL22
RPL17-C18orf32	ENSG00000215472
RPL17L1
RPL17P
RPL17P1	ENSG00000229500		dJ1178H5.1
RPL17P2	ENSG00000242135
RPL17P3	ENSG00000271705
RPL17P4	ENSG00000240624
RPL17P5	ENSG00000230721
RPL17P6	ENSG00000226084
RPL17P7	ENSG00000244716
RPL17P8	ENSG00000213041
RPL17P9	ENSG00000223583
RPL17P10	ENSG00000224672
RPL17P11	ENSG00000233445
RPL17P12	ENSG00000230559
RPL17P13	ENSG00000223604
RPL17P14	ENSG00000226297
RPL17P15	ENSG00000229326
RPL17P16	ENSG00000236768
RPL17P17	ENSG00000223409
RPL17P18	ENSG00000234742
RPL17P19	ENSG00000241261
RPL17P20	ENSG00000241250
RPL17P21	ENSG00000241809
RPL17P22	ENSG00000243592
RPL17P23	ENSG00000220694
RPL17P24	ENSG00000237593
RPL17P25	ENSG00000219547
RPL17P26	ENSG00000216854
RPL17P27	ENSG00000243099
RPL17P28	ENSG00000229677		ZAP-IT1, lnc-ZC3HAV1L-1:1
RPL17P29	ENSG00000231965
RPL17P30	ENSG00000244235
RPL17P31	ENSG00000241961
RPL17P32
RPL17P33	ENSG00000243844
RPL17P34	ENSG00000213432
RPL17P35	ENSG00000233900
RPL17P36	ENSG00000236058
RPL17P37	ENSG00000241590
RPL17P38	ENSG00000240441
RPL17P39	ENSG00000212664
RPL17P40	ENSG00000241067
RPL17P41	ENSG00000213179
RPL17P42
RPL17P43	ENSG00000228331
RPL17P44	ENSG00000241088
RPL17P45	ENSG00000267664
RPL17P46	ENSG00000239689
RPL17P47	ENSG00000242615
RPL17P48	ENSG00000235018
RPL17P49	ENSG00000231211
RPL17P50	ENSG00000213700
RPL17P51	ENSG00000271429
RPL17P52	ENSG00000236132
RPL18	ENSG00000063177		L18, eL18
RPL18A	ENSG00000105640		L18A, eL20
RPL18AP1
RPL18AP2	ENSG00000225043
RPL18AP3	ENSG00000213442		bcm182
RPL18AP4
RPL18AP5
RPL18AP6
RPL18AP7	ENSG00000232439
RPL18AP8	ENSG00000218754
RPL18AP9	ENSG00000223916
RPL18AP10
RPL18AP11
RPL18AP12
RPL18AP13	ENSG00000213304
RPL18AP14	ENSG00000223733
RPL18AP15	ENSG00000236189
RPL18AP16	ENSG00000237793
RPL18AP17	ENSG00000227952
RPL18P1	ENSG00000242417
RPL18P2
RPL18P3
RPL18P4
RPL18P5
RPL18P6
RPL18P7
RPL18P8
RPL18P9
RPL18P10	ENSG00000214359
RPL18P11	ENSG00000213307
RPL18P12
RPL18P13	ENSG00000244485
RPL19	ENSG00000108298		FLJ27452, MGC71997, DKFZp779D216, L19, eL19
RPL19P1	ENSG00000226217		dJ860F19.2
RPL19P2	ENSG00000229863
RPL19P3
RPL19P4	ENSG00000226915
RPL19P5	ENSG00000230580
RPL19P6	ENSG00000233597
RPL19P7	ENSG00000240827
RPL19P8
RPL19P9
RPL19P10
RPL19P11	ENSG00000241668
RPL19P12
RPL19P13	ENSG00000239315
RPL19P14	ENSG00000240870
RPL19P15
RPL19P16	ENSG00000236762
RPL19P17
RPL19P18	ENSG00000241654
RPL19P19
RPL19P20	ENSG00000229168
RPL19P21	ENSG00000230508
RPL21	ENSG00000122026		L21, FLJ27458, MGC71252, MGC104274, MGC104275, DKFZp686C06101, eL21
RPL21P1	ENSG00000214760	RPL21P
RPL21P2	ENSG00000215063		bA352D3.1
RPL21P3	ENSG00000225419		bA189K21.4
RPL21P4	ENSG00000240828
RPL21P5	ENSG00000258640
RPL21P6	ENSG00000239199
RPL21P7	ENSG00000258613
RPL21P8	ENSG00000180662
RPL21P9	ENSG00000258618
RPL21P10	ENSG00000239272
RPL21P11	ENSG00000242571
RPL21P12	ENSG00000259535
RPL21P13	ENSG00000242837
RPL21P14	ENSG00000242747		HsT16795
RPL21P15	ENSG00000239465		HsT18206
RPL21P16	ENSG00000220842		Em:AC073587.1
RPL21P17	ENSG00000214073
RPL21P18	ENSG00000213343		ENSG00000184796
RPL21P19	ENSG00000219133
RPL21P20	ENSG00000227311
RPL21P21	ENSG00000224340
RPL21P22	ENSG00000225142
RPL21P23	ENSG00000236776
RPL21P24	ENSG00000229554
RPL21P25	ENSG00000232514
RPL21P26	ENSG00000232918
RPL21P27	ENSG00000225272
RPL21P28	ENSG00000220749
RPL21P29	ENSG00000232037
RPL21P30	ENSG00000235937
RPL21P31	ENSG00000227187
RPL21P32	ENSG00000224019
RPL21P33	ENSG00000237024
RPL21P34	ENSG00000238180
RPL21P35	ENSG00000231494
RPL21P36	ENSG00000233752
RPL21P37	ENSG00000229503
RPL21P38	ENSG00000233934
RPL21P39	ENSG00000239797
RPL21P40	ENSG00000235670
RPL21P41	ENSG00000214560
RPL21P42	ENSG00000240068
RPL21P43	ENSG00000231688
RPL21P44	ENSG00000229585
RPL21P45	ENSG00000239532
RPL21P46	ENSG00000241612
RPL21P47	ENSG00000241344
RPL21P48	ENSG00000242318
RPL21P49	ENSG00000241981
RPL21P50	ENSG00000228489
RPL21P51	ENSG00000240674
RPL21P52	ENSG00000242431
RPL21P53	ENSG00000244021
RPL21P54	ENSG00000241829
RPL21P55	ENSG00000239870
RPL21P56	ENSG00000241739
RPL21P57	ENSG00000241187
RPL21P58	ENSG00000213663
RPL21P59	ENSG00000253946
RPL21P60	ENSG00000240729
RPL21P61	ENSG00000217379
RPL21P62	ENSG00000229765
RPL21P63	ENSG00000217181
RPL21P64	ENSG00000220110
RPL21P65	ENSG00000216977
RPL21P66	ENSG00000225343
RPL21P67	ENSG00000219776
RPL21P68	ENSG00000216718
RPL21P69	ENSG00000216480
RPL21P70	ENSG00000213620
RPL21P71	ENSG00000239412
RPL21P72	ENSG00000224593
RPL21P73	ENSG00000234658
RPL21P74	ENSG00000237551
RPL21P75	ENSG00000213860
RPL21P76	ENSG00000228030
RPL21P77	ENSG00000241026
RPL21P78	ENSG00000240237
RPL21P79	ENSG00000240919
RPL21P80	ENSG00000243181
RPL21P81	ENSG00000230064
RPL21P82	ENSG00000227399
RPL21P83	ENSG00000230188
RPL21P84	ENSG00000228781
RPL21P85	ENSG00000231804
RPL21P86	ENSG00000213669
RPL21P87	ENSG00000228053
RPL21P88	ENSG00000238263
RPL21P89	ENSG00000229870
RPL21P90	ENSG00000227805
RPL21P91	ENSG00000224907
RPL21P92	ENSG00000225922
RPL21P93	ENSG00000229605
RPL21P94	ENSG00000241678
RPL21P95	ENSG00000241782
RPL21P96	ENSG00000239861
RPL21P97	ENSG00000239470
RPL21P98	ENSG00000243071
RPL21P99	ENSG00000242986
RPL21P100	ENSG00000242405
RPL21P101
RPL21P102
RPL21P103	ENSG00000241423
RPL21P104	ENSG00000242922
RPL21P105
RPL21P106	ENSG00000239201
RPL21P107	ENSG00000225239
RPL21P108	ENSG00000232701
RPL21P109	ENSG00000237816
RPL21P110	ENSG00000226617
RPL21P111	ENSG00000237109
RPL21P112	ENSG00000237924
RPL21P113	ENSG00000241640
RPL21P114	ENSG00000243780
RPL21P115	ENSG00000243568
RPL21P116	ENSG00000243711
RPL21P117	ENSG00000240238
RPL21P118	ENSG00000239763
RPL21P119	ENSG00000220793
RPL21P120	ENSG00000244582
RPL21P121	ENSG00000237382
RPL21P122	ENSG00000241185
RPL21P123	ENSG00000240531
RPL21P124
RPL21P125	ENSG00000240898
RPL21P126	ENSG00000242320
RPL21P127	ENSG00000243720
RPL21P128	ENSG00000244527
RPL21P129	ENSG00000242636
RPL21P130	ENSG00000243771
RPL21P131	ENSG00000232429
RPL21P132	ENSG00000183911
RPL21P133	ENSG00000236509
RPL21P134	ENSG00000233254
RPL21P135	ENSG00000235482
RPL21P136	ENSG00000271215
RPL21P137	ENSG00000236732
RPL22	ENSG00000116251		EAP, L22, eL22
RPL22L1	ENSG00000163584
RPL22P1	ENSG00000213178
RPL22P2	ENSG00000241081
RPL22P3	ENSG00000226457
RPL22P4	ENSG00000225483
RPL22P5	ENSG00000268074
RPL22P6	ENSG00000268993
RPL22P7	ENSG00000234559
RPL22P8	ENSG00000237745
RPL22P10	ENSG00000213295
RPL22P11	ENSG00000233707	RPL22P15
RPL22P12	ENSG00000216867
RPL22P13	ENSG00000242670
RPL22P14	ENSG00000218300
RPL22P15
RPL22P16	ENSG00000213935
RPL22P17	ENSG00000235266
RPL22P18	ENSG00000230171
RPL22P19	ENSG00000241129
RPL22P20	ENSG00000239200
RPL22P21	ENSG00000233979
RPL22P22	ENSG00000213653
RPL22P23	ENSG00000232379
RPL22P24	ENSG00000231084
RPL23	ENSG00000125691		rpL17, L23, uL14
RPL23A	ENSG00000198242		L23A, uL23
RPL23AP1	ENSG00000239257
RPL23AP2	ENSG00000225067
RPL23AP3	ENSG00000214914
RPL23AP4	ENSG00000212932
RPL23AP5
RPL23AP6	ENSG00000214835		dJ1068F16.1
RPL23AP7	ENSG00000240356		RPL23AL1, bA395L14.9
RPL23AP8	ENSG00000241582	RPL23AP9
RPL23AP9
RPL23AP10	ENSG00000240051
RPL23AP11	ENSG00000230988
RPL23AP12	ENSG00000228861
RPL23AP14	ENSG00000224438
RPL23AP15	ENSG00000230841
RPL23AP16	ENSG00000228190
RPL23AP17	ENSG00000215893
RPL23AP18	ENSG00000225338
RPL23AP19	ENSG00000229716
RPL23AP20	ENSG00000235990
RPL23AP21	ENSG00000241670
RPL23AP22	ENSG00000237213
RPL23AP23	ENSG00000236863
RPL23AP24	ENSG00000236679
RPL23AP25	ENSG00000233084
RPL23AP26	ENSG00000228884
RPL23AP27	ENSG00000225669
RPL23AP28	ENSG00000226331
RPL23AP29	ENSG00000214024
RPL23AP30	ENSG00000226658
RPL23AP31	ENSG00000232625
RPL23AP32	ENSG00000237887		DKFZp547I014
RPL23AP33	ENSG00000237824
RPL23AP34	ENSG00000225991
RPL23AP35	ENSG00000232568
RPL23AP36	ENSG00000225124
RPL23AP37	ENSG00000236148
RPL23AP38	ENSG00000184423
RPL23AP39	ENSG00000214074
RPL23AP40	ENSG00000242321
RPL23AP41	ENSG00000224085
RPL23AP42	ENSG00000234851
RPL23AP43	ENSG00000227337
RPL23AP44	ENSG00000244088
RPL23AP45	ENSG00000213285
RPL23AP46	ENSG00000213122
RPL23AP47	ENSG00000219814
RPL23AP48	ENSG00000219135
RPL23AP49	ENSG00000243422
RPL23AP50	ENSG00000232778
RPL23AP51	ENSG00000269721
RPL23AP52	ENSG00000230370
RPL23AP53	ENSG00000223508
RPL23AP54	ENSG00000240486
RPL23AP55	ENSG00000243265
RPL23AP56	ENSG00000244413
RPL23AP57	ENSG00000206147
RPL23AP58	ENSG00000228657
RPL23AP59	ENSG00000215002
RPL23AP60	ENSG00000213147
RPL23AP61	ENSG00000280012
RPL23AP62	ENSG00000213233
RPL23AP63	ENSG00000243721
RPL23AP64	ENSG00000240970
RPL23AP65	ENSG00000243964
RPL23AP66	ENSG00000243141
RPL23AP67	ENSG00000240991
RPL23AP68	ENSG00000242850
RPL23AP69	ENSG00000235315
RPL23AP70	ENSG00000241052
RPL23AP71	ENSG00000237450
RPL23AP72	ENSG00000239840
RPL23AP73	ENSG00000244283
RPL23AP74	ENSG00000227694
RPL23AP75	ENSG00000240125
RPL23AP76	ENSG00000226156
RPL23AP77	ENSG00000267301
RPL23AP78	ENSG00000269244
RPL23AP79
RPL23AP80	ENSG00000213035
RPL23AP81	ENSG00000242748
RPL23AP82	ENSG00000184319		MGC70863
RPL23AP83	ENSG00000234135
RPL23AP84	ENSG00000261914
RPL23AP85	ENSG00000224980
RPL23AP86	ENSG00000262959
RPL23AP87	ENSG00000232938
RPL23AP88	ENSG00000271153
RPL23AP89	ENSG00000227875
RPL23AP90	ENSG00000271415
RPL23AP91	ENSG00000260965
RPL23AP92	ENSG00000270723
RPL23AP93	ENSG00000232873
RPL23AP94	ENSG00000248439
RPL23AP95	ENSG00000236848
RPL23AP96	ENSG00000250752
RPL23AP97	ENSG00000260615
RPL23L
RPL23P1		RPL23P
RPL23P2	ENSG00000176054
RPL23P3
RPL23P4	ENSG00000223903
RPL23P5	ENSG00000230406
RPL23P6	ENSG00000180211
RPL23P7
RPL23P8
RPL23P9
RPL23P10	ENSG00000244708
RPL23P11	ENSG00000226407
RPL24	ENSG00000114391		L24, eL24
RPL24P1			dJ836N17.3
RPL24P2	ENSG00000235065		dJ872K7.2
RPL24P3
RPL24P4	ENSG00000181524		dJ125M3.1
RPL24P5
RPL24P6	ENSG00000236844
RPL24P7	ENSG00000215016
RPL24P8	ENSG00000236801
RPL24P9	ENSG00000225722
RPL25P1		RPL25
RPL26	ENSG00000161970		L26, uL24
RPL26L1	ENSG00000037241	RPL26P1
RPL26L1-AS1	ENSG00000204758
RPL26P2
RPL26P3	ENSG00000240179
RPL26P4
RPL26P5			HsT41398
RPL26P6	ENSG00000229659
RPL26P7
RPL26P8
RPL26P9	ENSG00000226128
RPL26P10
RPL26P11
RPL26P12
RPL26P13	ENSG00000213495
RPL26P14
RPL26P15	ENSG00000233829
RPL26P16
RPL26P17
RPL26P18
RPL26P19	ENSG00000226221
RPL26P20	ENSG00000219722
RPL26P21
RPL26P22
RPL26P23
RPL26P24
RPL26P25
RPL26P26	ENSG00000242595
RPL26P27	ENSG00000226493
RPL26P28	ENSG00000223987
RPL26P29	ENSG00000234806
RPL26P30	ENSG00000236264
RPL26P31	ENSG00000242807
RPL26P32
RPL26P33
RPL26P34	ENSG00000225404
RPL26P35	ENSG00000244229
RPL26P36	ENSG00000225912
RPL26P37	ENSG00000235175
RPL27	ENSG00000131469		L27, eL27
RPL27A	ENSG00000166441		L27A, uL15
RPL27AP	ENSG00000215467		dJ1028D15.2
RPL27AP2
RPL27AP3	ENSG00000236667
RPL27AP4	ENSG00000233939
RPL27AP5	ENSG00000182383
RPL27AP6
RPL27AP7	ENSG00000216616
RPL27AP8	ENSG00000229423
RPL27AP9	ENSG00000239783
RPL27P1
RPL27P2
RPL27P4
RPL27P5	ENSG00000232403
RPL27P6	ENSG00000234488
RPL27P7	ENSG00000233741
RPL27P8	ENSG00000237041
RPL27P9	ENSG00000236722
RPL27P10
RPL27P11
RPL27P12	ENSG00000239215
RPL28	ENSG00000108107		FLJ43307, L28, eL28
RPL28P1	ENSG00000213174		bcm2489
RPL28P2	ENSG00000237641
RPL28P3
RPL28P4
RPL28P5	ENSG00000213293
RPL28P6	ENSG00000237347
RPL29	ENSG00000162244	RPL29P10	HIP, HUMRPL29, L29, eL29
RPL29P1	ENSG00000236512		dJ336K20B.2
RPL29P2	ENSG00000240480
RPL29P3	ENSG00000243730
RPL29P4	ENSG00000230202	RPL29P3	bA632C17A.1
RPL29P5	ENSG00000213579
RPL29P6	ENSG00000215381
